X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_M
Aurkaip1,1018.151602,0.144190531,0.058928819,2.444945614,0.014487399,0.076113033,Aurkaip1
Zfp652,872.3926689,0.14437567,0.068709511,2.103605474,0.035412876,0.148177446,Zfp652
H2afj,1620.086068,0.144494593,0.058513961,2.469971487,0.013512382,0.072288557,H2afj
Zdhhc7,995.1883822,0.144557617,0.063612441,2.274333936,0.022945916,0.108033954,Zdhhc7
Sypl,2274.71538,0.144618601,0.043170583,3.349007877,0.000811015,0.007277934,Sypl
Polr2g,710.5070811,0.144654958,0.061523662,2.348692563,0.018839455,0.092788341,Polr2g
Ccng1,3682.244859,0.145100363,0.035490774,4.087956636,4.35E-05,0.000588089,Ccng1
Fuca1,4294.059938,0.145172345,0.031150618,4.660592903,3.15E-06,5.75E-05,Fuca1
Chmp2b,938.4744782,0.145263473,0.065890509,2.205233517,0.027437712,0.123145338,Chmp2b
Cox4i1,6177.616699,0.145334802,0.034972254,4.155615964,3.24E-05,0.000455165,Cox4i1
Gm6863,644.0182744,0.145423693,0.071149118,2.043075655,0.041044949,0.164864391,Gm6863
Timm13,1331.430505,0.14559712,0.058350589,2.494084354,0.012628253,0.068706926,Timm13
Cyb5r4,1657.778035,0.14562692,0.046825924,3.109895836,0.001871533,0.014608839,Cyb5r4
Tbc1d23,820.4103117,0.145680817,0.062209833,2.344793793,0.019037605,0.093478929,Tbc1d23
Larp4,1550.827784,0.145709854,0.048637546,2.994669597,0.002747423,0.019896618,Larp4
Ppp1cb,2146.104963,0.145823929,0.04202695,3.470504037,0.000519483,0.00503717,Ppp1cb
Asna1,2345.786271,0.146073294,0.042441993,3.440002952,0.000581708,0.005511366,Asna1
Slc25a4,2992.105128,0.146156713,0.032731562,4.464367653,8.03E-06,0.000131014,Slc25a4
Rpe,835.3247712,0.146268152,0.057734401,2.53277318,0.011316415,0.062724698,Rpe
Cops2,1149.734379,0.14658354,0.050202698,2.918281436,0.003519665,0.024373304,Cops2
Atxn10,1761.141254,0.146694947,0.041071726,3.570359044,0.000356492,0.003638205,Atxn10
Dock10,2568.054799,0.146709343,0.047918204,3.060944654,0.002206399,0.016696285,Dock10
Pbdc1,769.9086905,0.146843322,0.068061873,2.159432218,0.030816651,0.133468435,Pbdc1
Adnp2,502.0857051,0.146963264,0.074127382,1.98350547,0.047310997,0.182360949,Adnp2
Sirt2,2401.644572,0.146994759,0.035827204,4.10178093,4.10E-05,0.000558705,Sirt2
Dram2,1328.206406,0.146997511,0.057026395,2.578165086,0.009932653,0.056530286,Dram2
Tmem106c,654.2245418,0.14760467,0.069576076,2.119763882,0.034025963,0.143719609,Tmem106c
Aldoa,23295.5172,0.147775074,0.022879228,6.458894907,1.05E-10,4.70E-09,Aldoa
Atg13,916.5042013,0.147849971,0.061690771,2.396059798,0.016572386,0.084592045,Atg13
Pnpla2,1421.467431,0.147988619,0.047718217,3.100705676,0.001930601,0.014948626,Pnpla2
Sdha,5025.310447,0.148431655,0.033003512,4.497107281,6.89E-06,0.000114346,Sdha
Slc11a2,1566.316476,0.148470031,0.044720858,3.317368812,0.000908696,0.008003169,Slc11a2
Washc2,2717.197791,0.148550612,0.041924304,3.542741406,0.000395991,0.004000821,Washc2
C2cd2l,1340.330702,0.148580144,0.055803447,2.664383555,0.007712956,0.046160442,C2cd2l
Cyba,15044.94872,0.148851324,0.035271403,4.219861452,2.44E-05,0.000352479,Cyba
Aldh16a1,672.4421729,0.148989272,0.069206523,2.156311122,0.031059379,0.134282713,Aldh16a1
Armcx3,466.4801837,0.149166416,0.073481476,2.027642966,0.042596701,0.16907694,Armcx3
Cpt1a,4254.8921,0.149353995,0.034468784,4.331450913,1.48E-05,0.000223372,Cpt1a
Tor2a,1051.261414,0.149354158,0.054212083,2.751526015,0.005931831,0.037226795,Tor2a
Med17,719.6321009,0.149364139,0.066794026,2.234985599,0.025418294,0.116932199,Med17
Hsd17b10,512.4596237,0.149583994,0.071771837,2.081879525,0.037353475,0.153985265,Hsd17b10
Msrb1,3524.130474,0.149615953,0.037650191,3.972903611,7.10E-05,0.000893879,Msrb1
Atrn,909.5298514,0.149708146,0.065058922,2.299764866,0.021461545,0.102845865,Atrn
Cetn3,483.9846811,0.149839647,0.07523048,1.99052877,0.046532718,0.180198906,Cetn3
Lamp1,32009.49382,0.150015651,0.024146865,6.212507831,5.21E-10,2.11E-08,Lamp1
Rasal3,1322.517088,0.150045774,0.057699553,2.603581461,0.009225534,0.05333357,Rasal3
Ubald1,890.579023,0.150095939,0.059404752,2.529777039,0.011413503,0.063218973,Ubald1
Mtch2,1660.898171,0.150241289,0.043906172,3.420470898,0.000625128,0.005867623,Mtch2
Myo1f,12020.94671,0.150301417,0.026679044,5.634074395,1.76E-08,5.49E-07,Myo1f
Tlk1,1377.33598,0.150604935,0.052922984,2.845936252,0.004428106,0.029499376,Tlk1
Retreg2,1526.30628,0.150666475,0.047927945,3.145934359,0.001655572,0.013204472,Retreg2
Rabac1,2284.4653,0.150730565,0.044193155,3.409811756,0.000650077,0.006052509,Rabac1
Kpna3,1316.067733,0.151132113,0.049283617,3.065424916,0.002173609,0.016504089,Kpna3
Atp6v1b2,18954.89236,0.151140706,0.027148526,5.566993465,2.59E-08,7.88E-07,Atp6v1b2
Nceh1,7088.417365,0.151165908,0.031622756,4.779992252,1.75E-06,3.41E-05,Nceh1
Mrpl28,832.2643025,0.15120319,0.063524854,2.379701106,0.017326686,0.08728257,Mrpl28
Mknk2,2148.879608,0.151208201,0.045169335,3.349657479,0.000809115,0.007268974,Mknk2
1700020I14Rik,1508.964837,0.151237123,0.052793088,2.868595738,0.004122984,0.027857767,1700020I14Rik
Acaa2,1096.831036,0.151259833,0.056531326,2.672140381,0.007536911,0.045291643,Acaa2
Cyb5b,2566.554197,0.151397264,0.041453678,3.656514591,0.000255668,0.002750134,Cyb5b
Rab7b,4079.32558,0.151684765,0.035384641,4.286027238,1.82E-05,0.000268273,Rab7b
Desi2,788.431604,0.151838272,0.061710797,2.460258799,0.013883686,0.073728105,Desi2
Erlin2,1532.271233,0.151874765,0.053116597,2.860163474,0.004234227,0.02847822,Erlin2
Gba,4361.113497,0.151876947,0.034654211,4.380998024,1.18E-05,0.00018399,Gba
Dnaja2,2076.46956,0.152018095,0.039601676,3.838057847,0.000124011,0.001457336,Dnaja2
Lpgat1,1312.453858,0.152114403,0.052327897,2.907648979,0.003641568,0.025109704,Lpgat1
Osbpl1a,449.0165518,0.152183911,0.075791249,2.003234357,0.04515214,0.176527689,Osbpl1a
Gtf2h1,1465.707768,0.152195,0.052866663,2.876996874,0.004014796,0.027321269,Gtf2h1
Cyp4v3,1390.381844,0.152233666,0.05558458,2.736985863,0.006200496,0.038657264,Cyp4v3
Pnrc2,975.7085232,0.152262243,0.061547039,2.476329751,0.013274092,0.071249989,Pnrc2
Ap1s1,2192.482543,0.152321469,0.04103029,3.711996223,0.000205631,0.002270949,Ap1s1
Pls3,1714.428706,0.152349418,0.047352378,3.215703487,0.001301252,0.010789989,Pls3
Crtap,1718.02903,0.152512077,0.044086242,3.45661295,0.00054701,0.005247328,Crtap
Golim4,603.4019601,0.152574168,0.069944877,2.184524732,0.028923712,0.127873996,Golim4
Prkacb,1583.674002,0.152636382,0.049550059,3.081725337,0.002058046,0.015775097,Prkacb
Agl,1267.755308,0.152694085,0.055591676,2.747336412,0.006008147,0.037676431,Agl
Vti1a,670.9412067,0.152712641,0.067190886,2.272919517,0.02303103,0.108281384,Vti1a
Gdpd1,486.5852903,0.152875737,0.072410466,2.107436686,0.035079744,0.147130667,Gdpd1
Stard5,801.7467585,0.153114565,0.060006155,2.547141471,0.010860939,0.060658102,Stard5
Cib1,717.1754433,0.153315269,0.073037721,2.098676448,0.035845432,0.149564533,Cib1
Irak1,1657.997399,0.153375166,0.044262916,3.466678908,0.000526931,0.005091036,Irak1
Fndc3b,1848.622084,0.153397269,0.053776666,2.852125866,0.00434279,0.029050961,Fndc3b
Pias2,632.7858303,0.153506591,0.067399686,2.276677271,0.022805505,0.107529754,Pias2
Snx30,1458.434975,0.153639002,0.050059691,3.068797216,0.002149224,0.016372867,Snx30
Coq9,581.4285156,0.153966718,0.072815816,2.112580842,0.03463666,0.14572686,Coq9
Sel1l,2803.397366,0.154021007,0.037090515,4.152852886,3.28E-05,0.000459898,Sel1l
Psmd1,2419.154361,0.154065598,0.039101576,3.938800216,8.19E-05,0.001011712,Psmd1
Rab5b,1914.815134,0.154198305,0.047847135,3.224729399,0.001260918,0.010519602,Rab5b
Nans,1432.149699,0.154683124,0.047601278,3.25020443,0.001153221,0.009782974,Nans
Prkar2a,975.8401532,0.154688362,0.05936483,2.606499922,0.009147284,0.052995129,Prkar2a
Shtn1,2412.045113,0.154862143,0.037542548,4.124505776,3.72E-05,0.000513682,Shtn1
Rnf181,864.6012286,0.154957462,0.065231779,2.37676677,0.017465127,0.087755563,Rnf181
Man2b1,12381.08135,0.155301947,0.036813309,4.219177989,2.45E-05,0.000353234,Man2b1
Cdk19,734.1232167,0.155372702,0.070160263,2.225624621,0.026039336,0.118684938,Cdk19
Stam2,842.154486,0.155391948,0.063732468,2.437210153,0.014801075,0.077487132,Stam2
Ammecr1l,893.9896278,0.155526144,0.06031339,2.578823169,0.009913752,0.056442622,Ammecr1l
Zfp664,685.7151656,0.155678541,0.065109571,2.390054986,0.01684585,0.085637229,Zfp664
Ndst1,1668.625156,0.155980776,0.045711245,3.41167784,0.000645644,0.0060147,Ndst1
Acbd5,1106.104766,0.155997187,0.055109653,2.832081371,0.004624608,0.030581167,Acbd5
Ndrg3,572.1902073,0.156145531,0.070726536,2.208211885,0.027229506,0.122460903,Ndrg3
Prkd3,1077.128121,0.156202727,0.056955143,2.743655362,0.006075929,0.038057109,Prkd3
Sgpl1,11745.24705,0.156280523,0.027562125,5.669815482,1.43E-08,4.55E-07,Sgpl1
Timm29,809.3490748,0.156308649,0.068440823,2.283289451,0.022413324,0.106177035,Timm29
Myof,12091.19821,0.156317985,0.03687466,4.238973418,2.25E-05,0.000324935,Myof
Gde1,2174.579923,0.156501823,0.050375692,3.103115252,0.00191495,0.014868973,Gde1
Vapa,2231.657445,0.156548613,0.040274914,3.885632887,0.000102064,0.001228036,Vapa
Rtn3,5161.091164,0.157481613,0.027181671,5.793227816,6.90E-09,2.36E-07,Rtn3
Eef1a1,93730.71288,0.157765977,0.028416785,5.551877962,2.83E-08,8.49E-07,Eef1a1
Ssr1,3132.847357,0.158556186,0.038071852,4.163874405,3.13E-05,0.00044015,Ssr1
Mon1b,540.7890956,0.158643373,0.07239432,2.192046896,0.028376121,0.126198651,Mon1b
Creld1,581.7518335,0.158724706,0.076204075,2.08341952,0.037213001,0.153523846,Creld1
Cdk4,2305.630239,0.158777514,0.042153784,3.764970585,0.000166569,0.001890004,Cdk4
Ndufc1,531.832206,0.158926959,0.074155719,2.141127981,0.032263719,0.138156874,Ndufc1
Cox6b1,2202.929022,0.158991753,0.048720914,3.262965961,0.001102528,0.009407342,Cox6b1
Ldhb,842.1875894,0.159178573,0.077115272,2.067548924,0.038682459,0.157651296,Ldhb
Tbc1d14,1061.551433,0.159541295,0.055446212,2.879353639,0.003984912,0.027163734,Tbc1d14
Fem1b,1547.846236,0.159680664,0.047253512,3.378444346,0.000728972,0.006663837,Fem1b
Dnajb14,1391.986027,0.160324386,0.05519106,2.909774401,0.003616897,0.024960923,Dnajb14
Plpbp,1164.789869,0.160422094,0.051564237,3.109738262,0.001872532,0.014608839,Plpbp
Lactb2,652.9539354,0.160497848,0.074163379,2.165139765,0.030376983,0.131968936,Lactb2
Sos2,573.1331936,0.160658038,0.070761923,2.272471889,0.023058024,0.108372041,Sos2
Uqcrfs1,1445.508808,0.161235503,0.0465883,3.46017015,0.000539834,0.005193932,Uqcrfs1
Fam241a,959.4369136,0.161307133,0.060144713,2.682155442,0.007314946,0.044254465,Fam241a
Siae,619.6529336,0.161470808,0.067407735,2.394250829,0.016654355,0.08484939,Siae
Parvb,2257.654684,0.161530253,0.040394397,3.998612406,6.37E-05,0.000814612,Parvb
Rap2b,1188.818269,0.161637166,0.05420064,2.982785805,0.002856378,0.020542505,Rap2b
Spire1,1234.132217,0.161680817,0.050432336,3.205445269,0.001348537,0.011112688,Spire1
Agpat1,1798.81694,0.161860514,0.050068613,3.231549772,0.001231209,0.010325132,Agpat1
Opa3,684.818844,0.162131844,0.066365556,2.443335556,0.0145522,0.07635764,Opa3
Nras,2889.296085,0.162309009,0.039331169,4.127106509,3.67E-05,0.000509218,Nras
Bcl2l13,691.0402445,0.162331932,0.068419402,2.371482332,0.017716894,0.088749482,Bcl2l13
Rnf11,1089.105734,0.163000927,0.056270252,2.895898493,0.003780747,0.025914337,Rnf11
Gm49437,1.421445795,0.163102033,0.115146727,1.972568157,0.048544784,NA,Gm49437
Tmem68,442.8448767,0.163152253,0.078963483,2.069368382,0.038511531,0.15708963,Tmem68
Sptbn1,1396.952498,0.163242694,0.055042898,2.965030809,0.003026526,0.021557825,Sptbn1
Gpr89,425.8404745,0.16335825,0.076731184,2.127926366,0.033343189,0.14165149,Gpr89
Farsb,1389.679931,0.163541021,0.046918755,3.484244417,0.000493529,0.004817352,Farsb
Leprot,2176.167939,0.163660063,0.047504766,3.447645062,0.000565497,0.005402184,Leprot
P4hb,12411.01732,0.163812781,0.023718898,6.90573009,4.99E-12,2.67E-10,P4hb
Cluh,2756.630717,0.164110357,0.042897103,3.82415181,0.000131223,0.001533153,Cluh
Aifm2,698.8243167,0.164265094,0.06608658,2.480380232,0.013124235,0.070633598,Aifm2
Sowahc,654.7189722,0.164501401,0.06875159,2.396461044,0.016554253,0.084526226,Sowahc
Arhgap21,768.4356671,0.16491839,0.069263764,2.383563326,0.017145934,0.086642546,Arhgap21
Mff,1111.218584,0.164992956,0.054327289,3.036379732,0.002394376,0.017819768,Mff
Dennd4c,1994.022919,0.165002334,0.056495951,2.919721362,0.003503445,0.024313153,Dennd4c
Hmbox1,548.1900907,0.165002777,0.077125337,2.143667871,0.032059508,0.137611111,Hmbox1
Mrpl19,483.4723123,0.165136876,0.076489491,2.15427142,0.031218893,0.134808916,Mrpl19
Phf23,1492.151747,0.165717235,0.049008132,3.380064167,0.000724689,0.00664367,Phf23
Idh3a,1068.427876,0.165781304,0.05845243,2.833977523,0.004597257,0.030437724,Idh3a
Vopp1,616.9837368,0.165939444,0.074083277,2.243193567,0.024884335,0.114913779,Vopp1
Ndufv2,1067.934792,0.166129209,0.057366028,2.893628942,0.003808179,0.026069142,Ndufv2
Gna12,2751.151087,0.166214076,0.0483117,3.440936695,0.000579704,0.00549884,Gna12
Spsb2,562.6769171,0.166231574,0.072786107,2.284207393,0.022359345,0.105976177,Spsb2
Tex10,395.0282523,0.166309353,0.083181781,1.997083643,0.045816097,0.178302637,Tex10
Psen2,2118.010399,0.166316983,0.043081906,3.858263767,0.000114195,0.001356806,Psen2
Pcyox1,1967.567669,0.166365134,0.040728038,4.084295717,4.42E-05,0.00059594,Pcyox1
Dpy19l4,1146.732106,0.166579222,0.064428308,2.587497763,0.009667582,0.055432282,Dpy19l4
Braf,676.9019612,0.166583421,0.064421788,2.580568786,0.00986377,0.056197717,Braf
Nfya,2633.225751,0.166710561,0.045045053,3.701473083,0.000214351,0.002354363,Nfya
Ndufa1,755.4837127,0.166717858,0.068683647,2.427917932,0.015185779,0.078865476,Ndufa1
Vapb,3245.623801,0.166894086,0.036056601,4.628403419,3.68E-06,6.61E-05,Vapb
Dcun1d3,450.0458459,0.166907794,0.079616402,2.091105079,0.036518646,0.151539034,Dcun1d3
Lamtor1,2685.79426,0.166965234,0.034344461,4.860499449,1.17E-06,2.38E-05,Lamtor1
Tgoln1,3433.200005,0.166983045,0.036451475,4.580185776,4.65E-06,8.05E-05,Tgoln1
Mut,567.0641062,0.167176762,0.072996849,2.29153321,0.021932593,0.104581399,Mut
Colgalt1,6696.469675,0.167570254,0.03790866,4.420832367,9.83E-06,0.000156143,Colgalt1
Akap10,1314.978254,0.167624562,0.0502848,3.334180402,0.000855512,0.007622131,Akap10
Orai3,492.4060152,0.167657102,0.080694734,2.082209863,0.037323305,0.153933512,Orai3
Ufc1,822.9044265,0.16769535,0.062104749,2.698744719,0.006960154,0.042474316,Ufc1
Ndufa3,725.9588587,0.167766212,0.07071051,2.372185509,0.01768321,0.088658519,Ndufa3
Atxn3,1007.755855,0.167868639,0.061593611,2.727136494,0.006388661,0.039585652,Atxn3
Pik3ca,1108.999667,0.167870751,0.056203933,2.986706279,0.002820005,0.020331002,Pik3ca
Rasa3,1917.248217,0.16787522,0.044356538,3.786303945,0.000152905,0.001753459,Rasa3
Plekha8,419.440587,0.167949597,0.077705736,2.154364119,0.031211628,0.134808916,Plekha8
Hmbs,579.4542208,0.168074852,0.08055013,2.085634569,0.037011737,0.152849855,Hmbs
Mtmr10,714.1024805,0.168133775,0.067938372,2.472726171,0.013408684,0.071852911,Mtmr10
Usf2,998.9322702,0.168747553,0.06991657,2.416022233,0.015691103,0.080964487,Usf2
Swi5,1178.949628,0.168806904,0.056242174,3.001374191,0.002687641,0.0196044,Swi5
Tbl1xr1,938.214408,0.168840212,0.059688743,2.828795155,0.004672359,0.030833343,Tbl1xr1
Impad1,930.327868,0.169167317,0.056700385,2.9846908,0.002838651,0.020447158,Impad1
Got2,1576.770847,0.169183055,0.048483573,3.487436812,0.000487674,0.004768862,Got2
Rnf149,5185.025763,0.169312006,0.032997487,5.129679565,2.90E-07,6.90E-06,Rnf149
Hsp90b1,10190.88189,0.169434819,0.038112872,4.445175006,8.78E-06,0.00014184,Hsp90b1
Ddx3x,6266.926447,0.169519878,0.031725872,5.343854602,9.10E-08,2.42E-06,Ddx3x
Ndufv3,605.6279726,0.169585381,0.076801787,2.208491847,0.027210006,0.122460903,Ndufv3
Galnt6,2941.005559,0.169762098,0.034349926,4.93926703,7.84E-07,1.65E-05,Galnt6
Mcts1,438.0321998,0.16996441,0.079917306,2.126166318,0.033489414,0.14208564,Mcts1
Myo7a,3549.108144,0.170385957,0.036487594,4.669249429,3.02E-06,5.55E-05,Myo7a
Tmem33,1181.727256,0.170390141,0.051230224,3.325651444,0.000882122,0.007805405,Tmem33
Slc39a14,491.0165659,0.1703918,0.072939251,2.331914512,0.019705189,0.096055354,Slc39a14
Elmo1,1110.73127,0.170855831,0.055276984,3.093261366,0.001979697,0.015261544,Elmo1
Awat2,2.267035752,0.170925407,0.128711532,2.250793504,0.024398619,NA,Awat2
Hltf,436.4754891,0.17098645,0.081420399,2.105409253,0.035255699,0.147676714,Hltf
Chfr,666.1109447,0.17145864,0.073860411,2.32476789,0.020084375,0.097419221,Chfr
Phf3,1115.135958,0.171547106,0.057980892,2.957805913,0.003098371,0.021984267,Phf3
Akap13,2289.196427,0.171913628,0.048713198,3.5300102,0.000415544,0.004157854,Akap13
Adss,1267.198404,0.172074576,0.053341942,3.22578259,0.001256287,0.010497246,Adss
Hpcal1,1436.595737,0.172117283,0.052034172,3.307300164,0.000941999,0.00825144,Hpcal1
Tomm20,1929.660054,0.172244711,0.043318265,3.974738663,7.05E-05,0.000888833,Tomm20
Mrps14,606.6876024,0.17229683,0.066763944,2.578841524,0.009913225,0.056442622,Mrps14
Hpgds,2143.157491,0.172390948,0.059511853,2.900124957,0.003730139,0.025610977,Hpgds
Hacd3,1079.719678,0.17240901,0.054184784,3.181953904,0.001462851,0.011902723,Hacd3
Mcoln1,1787.635935,0.172465983,0.043475809,3.965356462,7.33E-05,0.000918784,Mcoln1
Soat1,11179.85025,0.172595089,0.025431164,6.786149963,1.15E-11,5.79E-10,Soat1
Tmem181a,891.5033875,0.172648858,0.072991302,2.363749779,0.018091027,0.089925668,Tmem181a
Cr1l,1008.747835,0.172660125,0.058524147,2.949673717,0.003181097,0.022462581,Cr1l
Apaf1,1163.903928,0.173070036,0.049883251,3.47073927,0.000519028,0.005035786,Apaf1
Ano6,2066.738385,0.173101273,0.042553109,4.066750978,4.77E-05,0.000637374,Ano6
Pde4dip,436.6494617,0.173388036,0.085998862,2.018253227,0.043564895,0.172115471,Pde4dip
9-Sep,4000.802789,0.173769763,0.033379935,5.205600247,1.93E-07,4.75E-06,9-Sep
Ube2w,542.2801222,0.174068653,0.073495412,2.369921585,0.017791858,0.089069697,Ube2w
Rps6ka3,3329.726468,0.174551418,0.038327412,4.556030676,5.21E-06,8.92E-05,Rps6ka3
Tex2,740.9473137,0.174578869,0.066960456,2.605636424,0.009170375,0.053052705,Tex2
Dera,984.4411351,0.174678766,0.05160809,3.379627273,0.000725842,0.00665046,Dera
Slc39a11,1024.344818,0.174693557,0.056261418,3.103346223,0.001913456,0.014868973,Slc39a11
Blnk,2044.461977,0.174922586,0.038817303,4.504326396,6.66E-06,0.00011133,Blnk
Oma1,347.9071293,0.174954495,0.086310771,2.025433368,0.042822884,0.169807627,Oma1
Abca9,791.0111235,0.175210371,0.08071795,2.200425061,0.027776751,0.124390198,Abca9
Klhl25,475.2199781,0.175222074,0.0799613,2.19449541,0.028199814,0.125752877,Klhl25
Dmac1,566.7608035,0.175286673,0.071570896,2.450228534,0.014276557,0.075278512,Dmac1
Utp14a,456.463331,0.175365167,0.080950425,2.165191224,0.030373044,0.131968936,Utp14a
Pcnx,1181.981947,0.175937033,0.054855255,3.204702222,0.001352023,0.011135726,Pcnx
Lair1,1567.543204,0.175946167,0.051079192,3.44792258,0.000564916,0.005399833,Lair1
Lypla1,755.3820178,0.175990407,0.064202206,2.740787227,0.006129218,0.038286852,Lypla1
Eif2ak4,887.4722593,0.175998865,0.061161938,2.876114375,0.004026038,0.027351631,Eif2ak4
Nagk,1185.035388,0.176044382,0.051120137,3.443914336,0.000573357,0.005462496,Nagk
Mocos,870.5339127,0.176092074,0.062580677,2.81350772,0.004900421,0.032050382,Mocos
Snx27,3486.404107,0.176157298,0.035368308,4.978404245,6.41E-07,1.39E-05,Snx27
Hexa,12360.03025,0.176193734,0.025524481,6.902987895,5.09E-12,2.71E-10,Hexa
Mrpl18,489.3714402,0.176273021,0.07567523,2.326397355,0.019997363,0.097215259,Mrpl18
Trmt10c,404.4043523,0.176279881,0.084684171,2.076345926,0.037861969,0.15532745,Trmt10c
Acadvl,526.8737185,0.176551392,0.07473381,2.3579154,0.018377881,0.090987145,Acadvl
Fbxl17,552.1870262,0.17691106,0.078105404,2.265717454,0.023468688,0.10987153,Fbxl17
Acat1,563.2852462,0.177189606,0.074340473,2.384005254,0.017125358,0.086592808,Acat1
Psat1,2261.605569,0.177426096,0.04313765,4.109134474,3.97E-05,0.000543506,Psat1
Fam117b,683.5817531,0.177532016,0.071503183,2.488245497,0.012837508,0.069507784,Fam117b
Cript,508.7768465,0.177547897,0.078761957,2.255237656,0.024118415,0.112082556,Cript
Mlec,4347.123736,0.177583063,0.032608209,5.446368777,5.14E-08,1.43E-06,Mlec
Srprb,521.2284392,0.177668306,0.074444224,2.383596827,0.017144374,0.086642546,Srprb
Cep83,422.8256241,0.177748002,0.085756777,2.072974889,0.038174617,0.156173286,Cep83
Gpd1l,812.5463002,0.177894198,0.063952403,2.783324615,0.005380494,0.034477473,Gpd1l
Hsd17b4,2338.545717,0.177983675,0.045076302,3.949876876,7.82E-05,0.00097272,Hsd17b4
Guk1,455.9775489,0.178065837,0.079789398,2.233635848,0.025507043,0.117152332,Guk1
Ssr3,3587.895057,0.178203057,0.033758663,5.277854003,1.31E-07,3.34E-06,Ssr3
