X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_MInhibvsMCtrl
Hepacam,2274.951141,0.340204888,0.155676102,2.160983647,0.030696603,0.203980411,Hepacam
Mapkapk5,107.1178756,0.341001085,0.144833372,2.290349158,0.022001084,0.180822914,Mapkapk5
Nsun3,171.201154,0.341260461,0.126627256,2.712951224,0.006668692,0.121626313,Nsun3
Arhgap24,103.7643908,0.341829837,0.135711715,2.506944103,0.012177997,0.148022202,Arhgap24
Trp53inp2,3282.082583,0.341918497,0.155867941,2.13799355,0.032517267,0.208151102,Trp53inp2
Mlst8,331.8880771,0.342302965,0.100021057,3.416090229,0.000635272,0.051538605,Mlst8
Cpe,65462.24362,0.342385803,0.15772566,2.106432027,0.035166842,0.213009346,Cpe
Cenph,4.877265168,0.342683438,0.173817387,2.359075152,0.018320545,NA,Cenph
BC030499,33.59547999,0.3435589,0.182128724,2.032000512,0.042153604,0.227895337,BC030499
Pou3f2,234.8686984,0.343936739,0.13697388,2.466808124,0.013632339,0.152926002,Pou3f2
4930455G09Rik,2.655024297,0.344071792,0.150811957,3.182639215,0.001459393,NA,4930455G09Rik
Jph3,9052.733823,0.344395857,0.162711161,2.043481117,0.041004835,0.226417333,Jph3
Oxsm,147.7745752,0.345074351,0.134427485,2.540461907,0.011070615,0.143421864,Oxsm
Fes,52.97832919,0.345293162,0.179122758,2.015179013,0.043885896,0.230897352,Fes
Kcnab2,18205.83446,0.345437562,0.158742708,2.147875395,0.031723656,0.206308713,Kcnab2
Smpdl3b,41.80425458,0.345468739,0.178446849,2.178388376,0.029377135,0.20097777,Smpdl3b
Pde4c,14.23367292,0.345647849,0.193920639,2.020107809,0.043372206,NA,Pde4c
Zfp119b,56.04959247,0.345826202,0.165011371,2.036064153,0.041743914,0.227406766,Zfp119b
Bbs10,71.15862409,0.345984516,0.150462693,2.214081697,0.026823159,0.193711238,Bbs10
Tep1,93.96586263,0.346200932,0.153931001,2.215487299,0.026726635,0.1935333,Tep1
Marveld1,168.2686479,0.346437437,0.136843124,2.516498846,0.011852729,0.146146498,Marveld1
Dlg1,1800.084867,0.346550796,0.099854761,3.461260779,0.000537652,0.047714902,Dlg1
Dennd4c,298.8070862,0.346814297,0.123233609,2.748776575,0.005981815,0.118217013,Dennd4c
Efcab2,345.3426418,0.347110948,0.161519861,2.110375495,0.034826026,0.212707902,Efcab2
Gm49317,8.227636696,0.347388715,0.181088975,2.142522847,0.032151432,NA,Gm49317
Mtm1,117.9606451,0.347419861,0.161077495,2.073153577,0.038157989,0.220189331,Mtm1
2210408F21Rik,115.3727365,0.348003943,0.153401222,2.192273453,0.028359767,0.197942894,2210408F21Rik
B230110C06Rik,4.911137965,0.34845061,0.1746474,2.123809278,0.033686095,NA,B230110C06Rik
Ppfia3,4420.606793,0.348508084,0.157696356,2.152543932,0.031354539,0.205771719,Ppfia3
Pax6os1,7.474205482,0.349333533,0.170563503,2.231988298,0.025615736,NA,Pax6os1
Diaph1,1625.799708,0.349573854,0.144282033,2.377087195,0.017449963,0.168077917,Diaph1
9330182L06Rik,510.3849482,0.349632316,0.081166531,4.304982833,1.67E-05,0.006005028,9330182L06Rik
2610507B11Rik,6163.34654,0.349966965,0.143685914,2.390479047,0.016826409,0.167051684,2610507B11Rik
Inpp5d,192.5484752,0.350120342,0.160706612,2.196461813,0.028058906,0.19733552,Inpp5d
Emilin3,2.348988182,0.351258149,0.149927628,2.07484154,0.038001223,NA,Emilin3
Gstcd,105.6787039,0.351359188,0.147668079,2.325881542,0.020024871,0.174897318,Gstcd
Chil3,4.285171101,0.351768885,0.136461314,2.10000791,0.035728145,NA,Chil3
Gm7895,8.866333477,0.352370422,0.186229965,2.270592835,0.023171638,NA,Gm7895
Tank,438.4781064,0.353101991,0.118233091,2.938918345,0.003293598,0.098096,Tank
AC158985.1,1.89118877,0.353121429,0.137506044,2.970638257,0.002971816,NA,AC158985.1
Hhip,134.0088617,0.353350557,0.155145809,2.350585002,0.018743926,0.170782787,Hhip
Gm14305,342.008069,0.353701057,0.167158157,1.970782011,0.048748815,0.240134438,Gm14305
St3gal4,395.5241362,0.353784479,0.172344069,2.082716988,0.037277028,0.217567389,St3gal4
4933431E20Rik,1410.547114,0.354518383,0.139467349,2.499149942,0.012449162,0.148859174,4933431E20Rik
Gja1,4349.768398,0.354684563,0.170863057,1.978129225,0.04791413,0.238647981,Gja1
Zmiz2,5884.0799,0.354710548,0.166119681,2.088336102,0.036767527,0.216726385,Zmiz2
Bglap3,11.14795418,0.354729416,0.193965271,2.058014918,0.039588701,NA,Bglap3
Rgs6,268.8572929,0.35473453,0.138578162,2.552121448,0.010706919,0.141191508,Rgs6
Trim30b,2.666186396,0.35489398,0.146856623,2.582872043,0.009798166,NA,Trim30b
Gm32031,18.84265133,0.355101952,0.194166305,1.997090844,0.045815315,NA,Gm32031
Snhg1,143.3435684,0.355301422,0.164511598,1.997917706,0.045725583,0.233672575,Snhg1
Mybpc1,19.7553023,0.355458947,0.19450417,2.146441832,0.031837745,NA,Mybpc1
Eps8,794.404361,0.355526928,0.139851435,2.46336086,0.013764131,0.153614367,Eps8
Dynlt1-ps1,96.04685743,0.355747794,0.161082832,2.03679566,0.041670523,0.227406766,Dynlt1-ps1
Wasf3,3220.495914,0.356074404,0.14662684,2.410968148,0.015910238,0.163622981,Wasf3
Pla2g16,1209.252691,0.35631793,0.169810799,1.999121557,0.045595203,0.233410886,Pla2g16
Socs7,2667.904866,0.356540214,0.138730586,2.539090153,0.011114118,0.143824776,Socs7
Gm17039,1.980907919,0.356762546,0.132497219,2.376397439,0.017482621,NA,Gm17039
Heg1,501.0732954,0.356805477,0.149174106,2.30609034,0.021105585,0.177602534,Heg1
Pik3ap1,43.99419441,0.356841539,0.190525819,1.969141346,0.048936862,0.240171823,Pik3ap1
Ctnnd2,4344.93908,0.356912284,0.14887869,2.354284182,0.018558417,0.170698158,Ctnnd2
Erap1,153.2410453,0.35695268,0.12935924,2.770768945,0.005592409,0.114721618,Erap1
Gm21781,116.9000966,0.357037465,0.162834058,2.176887631,0.029488952,0.201150682,Gm21781
Asap3,82.69804117,0.357314159,0.140357926,2.524476953,0.01158706,0.145091307,Asap3
Gm25005,4.8555142,0.357724065,0.167067415,2.414458127,0.015758634,NA,Gm25005
Ids,11804.28661,0.357724795,0.16239107,2.1340722,0.032836871,0.208151102,Ids
Pum2,4052.490635,0.357894581,0.131312813,2.68353611,0.007284811,0.12656743,Pum2
Pcgf5,314.4576331,0.358284249,0.119545436,2.983289785,0.002851679,0.093804517,Pcgf5
A030001D20Rik,66.05276838,0.358399479,0.165076981,2.159592433,0.030804235,0.203980411,A030001D20Rik
Ubqln4,2922.589599,0.359064115,0.15963739,2.187493304,0.028706532,0.198997676,Ubqln4
Gpr63,75.24919501,0.359119449,0.166208768,2.240839901,0.025036447,0.188953129,Gpr63
Mettl23,313.6305019,0.359156834,0.16748298,2.012067381,0.044212835,0.231164446,Mettl23
Grin2c,1393.26186,0.359338949,0.174177222,1.990883487,0.046493698,0.235552093,Grin2c
Zfp995,77.06084426,0.359411036,0.165176831,2.056079998,0.039774806,0.22313545,Zfp995
Ptpn14,283.6573681,0.359512212,0.139830721,2.531987426,0.011341806,0.144603607,Ptpn14
Gm10051,16.41226196,0.359991616,0.194485533,1.975282309,0.04823612,NA,Gm10051
Cep170b,5963.393317,0.360068766,0.165423257,2.109204066,0.034926971,0.212707902,Cep170b
Tshz3,203.8820659,0.360356886,0.149503168,2.486895677,0.012886318,0.150123085,Tshz3
AC160637.1,122.5943788,0.360518009,0.161860482,2.252692052,0.024278572,0.188458261,AC160637.1
Gm4824,3.355524217,0.360596819,0.160976493,2.35638824,0.01845362,NA,Gm4824
Utp14b,288.0561708,0.360808298,0.169378616,2.068106266,0.038630032,0.22113866,Utp14b
Gm45216,10.29132487,0.360909183,0.191479348,2.040847364,0.041266001,NA,Gm45216
Tpcn2,46.73303257,0.360965575,0.159451333,2.186578555,0.028773304,0.199086464,Tpcn2
Pde6c,3.412544159,0.361132717,0.153320257,3.434300837,0.000594084,NA,Pde6c
Dnajc27,2581.806314,0.361243418,0.138251219,2.602266197,0.009260994,0.135426356,Dnajc27
Aldh7a1,2176.868467,0.361550032,0.170740824,2.060587789,0.039342383,0.22214659,Aldh7a1
Nxt2,782.9231835,0.361898219,0.155297316,2.23532724,0.025395873,0.189763174,Nxt2
Dbt,513.9875494,0.361914143,0.148917215,2.379517453,0.017335322,0.168077917,Dbt
Stac2,2208.249856,0.361967761,0.177814,1.986304288,0.046999547,0.236974801,Stac2
Lgr6,46.48036889,0.362367345,0.167020948,2.128723516,0.033277142,0.20885692,Lgr6
Neurod4,4.874831034,0.362422346,0.156606811,2.024922738,0.042875298,NA,Neurod4
Cmtm4,3080.167009,0.362937894,0.14213008,2.494630184,0.012608846,0.149311023,Cmtm4
Fam172a,888.0218614,0.363123933,0.134837931,2.640883503,0.008269015,0.130333677,Fam172a
Atp10a,168.5940543,0.363186959,0.140356135,2.591833135,0.009546606,0.135626722,Atp10a
Cox16,60.39526819,0.363534472,0.172730256,2.00367118,0.045105295,0.232589467,Cox16
Zkscan7,57.82454694,0.363610586,0.160359137,2.208599662,0.027202499,0.195061499,Zkscan7
Ttc23,73.68698122,0.363648851,0.181045448,1.972336796,0.048571172,0.240134438,Ttc23
Hsdl2,682.3869554,0.363938499,0.157411765,2.230648771,0.025704403,0.190432171,Hsdl2
Mast2,2545.733382,0.364373386,0.160562485,2.203579017,0.027553964,0.195940008,Mast2
Kctd12b,103.0253027,0.366026411,0.168313675,2.049973493,0.040367018,0.224662492,Kctd12b
Phactr4,214.6590697,0.366093339,0.151193989,2.402677781,0.016275521,0.164643367,Phactr4
Rbfox2,3901.513517,0.366182171,0.103579313,3.524610635,0.000424106,0.042534625,Rbfox2
Epb41l5,176.4831358,0.366440357,0.181111167,2.038748965,0.041475088,0.227220147,Epb41l5
Mpeg1,506.7259685,0.36663878,0.16460908,2.243220967,0.024882569,0.188692093,Mpeg1
Aldh6a1,1525.331044,0.367194068,0.164646457,2.186533601,0.028776589,0.199086464,Aldh6a1
Upp1,54.11532611,0.367252085,0.165316169,2.016170331,0.043782168,0.230619244,Upp1
Kif26a,200.4256128,0.36725782,0.162482145,2.115085074,0.034422697,0.211605797,Kif26a
Csrp1,5490.162855,0.36731285,0.171147297,2.075446155,0.037945204,0.219727474,Csrp1
Hyal1,60.22509749,0.36731898,0.177848315,1.960769922,0.049905868,0.242505674,Hyal1
S1pr1,3140.78026,0.367918602,0.173426145,2.032636301,0.042089281,0.227811915,S1pr1
Nfic,2193.70601,0.368022749,0.159563667,2.281812216,0.022500429,0.182679049,Nfic
Camk2n1,23488.29998,0.368060271,0.166257653,2.172590121,0.02981118,0.201684603,Camk2n1
Als2cl,174.8322206,0.368145621,0.168321211,2.130097592,0.033163557,0.208417523,Als2cl
Tnk2,6363.854188,0.368575596,0.170073813,2.101573844,0.035590623,0.2138603,Tnk2
Pcdhgb8,29.56941701,0.368585867,0.184204181,2.013452127,0.044067086,0.231014047,Pcdhgb8
Gm31597,3.253012412,0.369321019,0.152545036,2.219662337,0.026441697,NA,Gm31597
Ptchd1,34.13038936,0.36933133,0.184998434,2.058329867,0.039558479,0.222653118,Ptchd1
Dapp1,163.2271454,0.369476577,0.179088146,1.984431359,0.047207773,0.237618375,Dapp1
Lpo,13.94870274,0.369608015,0.194217344,2.110597063,0.03480696,NA,Lpo
B230312C02Rik,3.502249749,0.369816481,0.166178626,1.984858844,0.047160178,NA,B230312C02Rik
Gm17501,7.552648757,0.369849057,0.177821898,2.54044454,0.011071165,NA,Gm17501
Galnt4,90.12289564,0.370242804,0.184954764,1.961807928,0.04978485,0.242254636,Galnt4
Lrrc75a,163.3071561,0.37070596,0.162456576,2.234655615,0.025439967,0.189763174,Lrrc75a
Degs2,40.61439281,0.371009441,0.187627409,2.058727006,0.039520398,0.222555089,Degs2
Lyl1,36.35866908,0.371647842,0.180064008,2.069349972,0.038513257,0.221006985,Lyl1
Gm48908,4.344165663,0.371728845,0.176133938,2.183673172,0.028986272,NA,Gm48908
Gm14541,2.525779436,0.371744915,0.147758203,2.017564363,0.043636652,NA,Gm14541
Sdhaf3,197.1900858,0.371760593,0.137110837,2.694458016,0.007050321,0.125120245,Sdhaf3
Oas2,10.35396881,0.37182643,0.18071278,2.260315279,0.02380169,NA,Oas2
AI464131,921.9559401,0.372615019,0.17162097,2.154107622,0.031231733,0.205511024,AI464131
Gm29642,6.436715229,0.37276797,0.172246019,2.249503087,0.024480507,NA,Gm29642
Agl,896.8500425,0.373134258,0.15589395,2.332738454,0.019661877,0.173786,Agl
Map1a,29168.05646,0.373382051,0.170327734,2.140215441,0.03233736,0.208005976,Map1a
Arhgap4,42.02042441,0.373977364,0.182078601,2.064343629,0.038985147,0.221802346,Arhgap4
Fam129a,61.84786682,0.374078437,0.185394962,2.019196274,0.043466823,0.230063215,Fam129a
Stat5b,407.4377792,0.374182981,0.11748997,3.156342233,0.001597613,0.075298475,Stat5b
Itgb5,1341.73729,0.374241203,0.158951513,2.294803284,0.0217444,0.180089544,Itgb5
Nos3,128.2194792,0.374243634,0.131972931,2.744664838,0.006057273,0.118281284,Nos3
A330076H08Rik,41.01826576,0.374250423,0.177391019,2.034882617,0.041862686,0.227490443,A330076H08Rik
Olfml1,299.3175333,0.374351841,0.138515307,2.653107432,0.007975448,0.129781493,Olfml1
Ppp2r2c,13158.62857,0.374436229,0.156314113,2.344865282,0.019033956,0.171173353,Ppp2r2c
Pcnt,611.7106463,0.374962858,0.123449086,3.050643312,0.002283517,0.085882365,Pcnt
Angpt1,140.1994451,0.375417201,0.166455904,2.097346796,0.035962887,0.215091621,Angpt1
Ccdc141,342.9148741,0.375516707,0.17591574,1.974996478,0.048268548,0.239839118,Ccdc141
Lrrc2,67.30278607,0.375814398,0.177011269,2.034683476,0.041882732,0.227515518,Lrrc2
Ankrd40,2904.889717,0.375897079,0.15883578,2.313207937,0.020711209,0.176801864,Ankrd40
Tead1,562.9093921,0.37660872,0.140017563,2.643485787,0.008205721,0.129840149,Tead1
Fxyd5,102.2228964,0.377020615,0.174784221,2.190497999,0.02848814,0.198394258,Fxyd5
Gm26660,41.75346892,0.37727288,0.172176408,2.159004997,0.030849779,0.204137475,Gm26660
Cdk2ap1,711.0765908,0.37751589,0.14661911,2.53645537,0.011198102,0.143991579,Cdk2ap1
Mylk,277.3665584,0.377543655,0.131936093,2.814325761,0.004887967,0.110690539,Mylk
Zfp652,991.5546242,0.377708235,0.110461204,3.358486342,0.000783706,0.055548926,Zfp652
Timp3,1234.181824,0.377754973,0.177340112,2.091342744,0.036497351,0.216357234,Timp3
Gm4724,6.098173873,0.377839815,0.179576332,2.193479531,0.028272848,NA,Gm4724
Tspan12,493.4981353,0.378061048,0.180827822,1.963716147,0.049563019,0.241876064,Tspan12
Nek7,1199.722315,0.378114942,0.154893174,2.368655269,0.017852885,0.168655414,Nek7
Gm37069,125.902852,0.378758869,0.194459954,2.17082925,0.029944082,0.201932981,Gm37069
Golim4,577.123784,0.378878335,0.134981528,2.773721528,0.005541909,0.114431891,Golim4
Gm16153,11.35320366,0.379298153,0.188625087,2.081915109,0.037350224,NA,Gm16153
Neil3,1.76180205,0.379480497,0.124669097,2.962139355,0.003055095,NA,Neil3
Mroh2a,40.56651301,0.379569728,0.182026643,2.103150079,0.035452652,0.213710826,Mroh2a
Fgfr3,2514.746336,0.380155187,0.175755528,2.164570047,0.030420627,0.202845456,Fgfr3
Krt15,16.70497444,0.380408532,0.191952332,2.18187765,0.029118564,NA,Krt15
Vill,35.91527033,0.380582096,0.184543152,2.113854443,0.034527701,0.211924188,Vill
Plin3,452.8027004,0.380683127,0.156690694,2.405250406,0.016161388,0.164465896,Plin3
Etfbkmt,62.45661783,0.380933594,0.178184045,2.013347942,0.044078038,0.231014047,Etfbkmt
Anln,716.1878317,0.380935165,0.126716761,3.035258398,0.002403297,0.088105674,Anln
Spire1,3135.470331,0.381104971,0.132438026,2.854685261,0.00430795,0.105906526,Spire1
Hbegf,219.3017482,0.381191331,0.175111765,2.126329832,0.033475806,0.209479544,Hbegf
Palld,159.8369062,0.381302847,0.164165992,2.16679882,0.030250197,0.202629719,Palld
Gm5835,13.821704,0.381487323,0.194196582,2.042456936,0.041106227,NA,Gm5835
Sox7,30.86005522,0.382189957,0.184335231,2.061276142,0.039276703,0.22193413,Sox7
Ube3b,2783.448822,0.383647673,0.171920248,2.166685747,0.030258824,0.202629719,Ube3b
Chd3,22294.40608,0.383655618,0.180125433,2.021317891,0.043246868,0.230063215,Chd3
Phactr1,7086.395758,0.383729411,0.161796074,2.3364983,0.019465286,0.172898071,Phactr1
6430503K07Rik,7.404235796,0.384018081,0.182340952,2.137179338,0.032583408,NA,6430503K07Rik
Itsn1,3225.932231,0.384179363,0.138631635,2.74603477,0.006032037,0.118242073,Itsn1
Gm6970,16.4665252,0.384283205,0.192580658,2.08781847,0.036814213,NA,Gm6970
Pantr1,788.7578568,0.384372076,0.179330246,2.088132102,0.03678592,0.216726385,Pantr1
Zfp395,170.8863166,0.384382441,0.144175836,2.659831762,0.007817969,0.128914717,Zfp395
Gm6988,3.930661472,0.384650424,0.167386131,2.387193691,0.016977544,NA,Gm6988
Tubb2a-ps2,7.073848047,0.384728854,0.184030434,2.175495993,0.029592968,NA,Tubb2a-ps2
Fgf1,1296.531818,0.385099685,0.179402367,1.995071536,0.046035078,0.234113542,Fgf1
Plce1,354.5545772,0.385284902,0.16922738,2.253820977,0.024207433,0.188332548,Plce1
Mindy2,1357.897818,0.385409767,0.146830148,2.566244475,0.010280634,0.138670986,Mindy2
Cbs,631.6235261,0.385538247,0.156572158,2.27402716,0.022964354,0.183769331,Cbs
Hpcal4,27417.77862,0.385713701,0.182500127,2.029378894,0.042419713,0.228307691,Hpcal4
Gm10268,3.426219819,0.385773289,0.153329345,1.994775427,0.046067379,NA,Gm10268
Frmpd3,1390.139722,0.38597015,0.180998974,2.036257983,0.041724457,0.227406766,Frmpd3
Rhoq,735.2549505,0.386325045,0.159368099,2.315662711,0.020576692,0.176514573,Rhoq
Hspa12b,129.845544,0.386927254,0.161567772,2.472131108,0.013431025,0.152113313,Hspa12b
Mvb12b,2763.221625,0.386946904,0.147176117,2.587368202,0.009671219,0.135626722,Mvb12b
Crot,682.0855004,0.387558267,0.181622976,2.053327845,0.040040792,0.223748417,Crot
Zfp273,100.5934554,0.387809565,0.151067998,2.510971123,0.012039955,0.14767475,Zfp273
Panx2,4615.752999,0.387859773,0.180343203,2.079942363,0.03753082,0.218270957,Panx2
Slc1a3,14576.17091,0.387919944,0.181350114,2.05984296,0.039413556,0.222366995,Slc1a3
Zfp712,86.83052028,0.388027307,0.145309945,2.631737846,0.008494938,0.131262917,Zfp712
Wdr13,6413.258935,0.388322737,0.179971412,2.081788139,0.037361826,0.217717548,Wdr13
Bmpr1a,1266.004978,0.388688033,0.139354944,2.727485399,0.006381908,0.120626247,Bmpr1a
S1pr4,9.723559545,0.388845111,0.183818361,2.008789636,0.044559448,NA,S1pr4
Acsf2,553.1875821,0.389117318,0.182100614,2.038965521,0.041453469,0.227220147,Acsf2
Daam2,2464.802722,0.389266212,0.169337004,2.267684329,0.023348454,0.184869094,Daam2
Gm7967,13.10627997,0.389597597,0.179718624,2.194467602,0.028201811,NA,Gm7967
Mgll,5027.8584,0.389695662,0.17816401,2.101770987,0.035573342,0.2138603,Mgll
Jcad,1562.320752,0.390113454,0.14766559,2.62145765,0.008755464,0.132134963,Jcad
Pcdh11x,145.5357606,0.39039339,0.11791694,3.307209282,0.000942305,0.060521626,Pcdh11x
Endov,896.2985107,0.390570981,0.153922643,2.505584283,0.012224926,0.148022202,Endov
Svip,1401.092785,0.390693432,0.169273699,2.206519541,0.027347644,0.195247607,Svip
Cavin1,405.9599455,0.390901898,0.16602135,2.2857475,0.022269035,0.181821568,Cavin1
Ctbs,159.2139453,0.390937345,0.166085554,2.347258116,0.018912148,0.170782787,Ctbs
Ltbp1,121.1135893,0.390958275,0.162172192,2.399810038,0.016403582,0.164852085,Ltbp1
AC169509.1,10.96471527,0.391649723,0.18323593,2.11924907,0.034069423,NA,AC169509.1
Zc3hav1,168.3885184,0.392293039,0.154775637,2.573965575,0.010054028,0.138013528,Zc3hav1
Gldc,1419.653895,0.392305187,0.182714936,2.039735908,0.041376636,0.227120802,Gldc
Pon2,1487.75191,0.392338207,0.189631558,1.9808462,0.047608524,0.23819872,Pon2
B230334C09Rik,1486.436676,0.392617536,0.146905725,2.650880324,0.008028228,0.129840149,B230334C09Rik
Gm44240,3.778289454,0.392726542,0.164249112,1.974681286,0.048304328,NA,Gm44240
Trak2,4792.521467,0.392968818,0.177041426,2.088168735,0.036782617,0.216726385,Trak2
Dennd5a,6971.819243,0.393020877,0.169574315,2.244025252,0.024830777,0.18867393,Dennd5a
Kifc2,12850.04422,0.393028,0.177871987,2.134088308,0.032835553,0.208151102,Kifc2
1110046J04Rik,43.05975244,0.393246921,0.176901732,2.000539405,0.045442049,0.23310791,1110046J04Rik
Arnt2,5442.243986,0.393579228,0.141359841,2.755084974,0.005867689,0.117192628,Arnt2
Rassf4,91.69759631,0.393643595,0.148629882,2.593812124,0.009491834,0.135626722,Rassf4
Crtc1,7078.928885,0.393975383,0.172983495,2.240733069,0.025043371,0.188953129,Crtc1
Klhl5,1456.561755,0.39462189,0.15968332,2.394532233,0.016641581,0.166111594,Klhl5
Gm11728,5.045001587,0.394734097,0.174075982,2.302273397,0.021319759,NA,Gm11728
Tfb1m,64.74818731,0.39498857,0.152085975,2.563512929,0.010361884,0.139003875,Tfb1m
1110025M09Rik,10.31202943,0.395009549,0.193276921,2.100662751,0.035670581,NA,1110025M09Rik
Castor2,2821.777873,0.395756841,0.154624472,2.543930972,0.010961274,0.142380677,Castor2
Hbb-bt,45.82946632,0.395786866,0.173817765,2.26704196,0.023387663,0.184980853,Hbb-bt
Flt1,1001.551725,0.395805769,0.164160203,2.3104357,0.020864045,0.176827841,Flt1
Lrrc18,9.193556941,0.396625801,0.185963627,1.978193512,0.04790688,NA,Lrrc18
Scrib,1109.159854,0.396628554,0.162599339,2.389022973,0.016893246,0.167132229,Scrib
Nadk2,1377.234676,0.396830929,0.181248453,2.057565143,0.039631896,0.222653118,Nadk2
Ptgds,8396.010142,0.397129631,0.167133551,2.304344653,0.021203304,0.178097997,Ptgds
Acss1,855.9782223,0.397130124,0.17308993,2.208868922,0.027183759,0.195021978,Acss1
Espn,244.8585559,0.397345993,0.14835752,2.672158777,0.007536498,0.127274443,Espn
Lyn,127.8124759,0.397630212,0.169889,2.314019968,0.020666627,0.176630771,Lyn
Pdlim5,767.9789057,0.397739257,0.157857025,2.400317787,0.016380844,0.164852085,Pdlim5
Epas1,4443.863273,0.397883692,0.186156815,2.032491836,0.042103889,0.227811915,Epas1
4833413G10Rik,44.64974334,0.397965229,0.179786569,2.110072171,0.03485214,0.212707902,4833413G10Rik
F630028O10Rik,2.915769054,0.398391783,0.14390759,2.206446468,0.027352755,NA,F630028O10Rik
Cpt1a,751.3106158,0.398491553,0.164189488,2.350472326,0.018749602,0.170782787,Cpt1a
Gm10600,6.384303625,0.398513825,0.170835784,2.307336121,0.021036089,NA,Gm10600
Il2rb,4.191809166,0.398804513,0.170255013,2.097709921,0.035930778,NA,Il2rb
Mtcp1,48.03787197,0.399247185,0.170442338,2.252351175,0.024300089,0.188458261,Mtcp1
Arhgap5,3166.198664,0.399928973,0.14699206,2.633854602,0.008442163,0.130738246,Arhgap5
Mcur1,671.3037558,0.40020484,0.128003335,3.082910951,0.002049865,0.082346478,Mcur1
Thap6,46.55030598,0.400508955,0.181226608,2.132289837,0.032983027,0.208417523,Thap6
Casp1,45.3157952,0.400887168,0.188463641,2.134099203,0.032834661,0.208151102,Casp1
Slfn5,89.64533469,0.401524282,0.166541196,2.378635286,0.017376859,0.168077917,Slfn5
Stxbp3,407.9543654,0.401682132,0.152246223,2.535871324,0.011216794,0.143991579,Stxbp3
Entpd5,647.8306437,0.402111059,0.114610608,3.466816426,0.000526661,0.047668838,Entpd5
Gm45743,14.54103086,0.402283291,0.19449101,2.100795279,0.035658941,NA,Gm45743
Tram2,33.53364946,0.40244044,0.182007195,2.062452329,0.039164692,0.221871781,Tram2
Sbsn,22.24948677,0.402666761,0.19302093,1.992382808,0.046329072,0.235060659,Sbsn
Def6,24.01740823,0.402760416,0.186643421,2.114800414,0.034446962,0.211605797,Def6
Srcin1,7023.215083,0.402762184,0.151937289,2.617943199,0.008846153,0.132578832,Srcin1
Dok1,44.984505,0.402881345,0.188770585,2.265156221,0.023503095,0.185495783,Dok1
Antxr1,353.1147907,0.403372379,0.172288234,2.211859409,0.026976381,0.194100918,Antxr1
Dock2,86.12395489,0.403696589,0.177965341,2.31412468,0.020660884,0.176630771,Dock2
Aldh1a1,1946.508673,0.403792484,0.192606482,2.019669872,0.043417642,0.230063215,Aldh1a1
Hadh,561.3777208,0.404151679,0.162388262,2.388574542,0.016913877,0.167132229,Hadh
Gm9616,280.7044862,0.40423264,0.167031129,2.360441932,0.018253176,0.169783325,Gm9616
Mbip,172.636647,0.404293825,0.110913031,3.602669333,0.000314966,0.036700424,Mbip
D430019H16Rik,5779.845554,0.404368886,0.186793638,2.069214729,0.038525941,0.221006985,D430019H16Rik
Gm39469,65.57344855,0.404666284,0.183107842,2.002668059,0.045212929,0.232661158,Gm39469
Cmtm6,620.0833291,0.404718809,0.150260225,2.59783139,0.009381455,0.135508604,Cmtm6
Lix1,1066.057085,0.404759374,0.168729919,2.29048812,0.021993036,0.180822914,Lix1
Ptpn4,1191.751203,0.404831782,0.077530599,5.205965613,1.93E-07,0.000284526,Ptpn4
Arhgap33,3204.631738,0.404937201,0.185950646,2.086279578,0.036953305,0.216775115,Arhgap33
B930095G15Rik,1189.403034,0.405167188,0.174366567,2.304191506,0.021211896,0.178097997,B930095G15Rik
1700047I17Rik2,82.39665541,0.405508375,0.194848934,1.980222612,0.04767852,0.23819872,1700047I17Rik2
Epb41l1,14138.8498,0.405549973,0.173972364,2.250407294,0.024423102,0.188458261,Epb41l1
Dao,6.412357917,0.405565118,0.152034966,2.297361935,0.021598131,NA,Dao
N4bp2os,61.98667071,0.406116148,0.175805018,2.138505633,0.032475727,0.208151102,N4bp2os
Plek,244.2075792,0.406965308,0.1757155,2.358614877,0.018343281,0.170299117,Plek
Suclg2,455.1428757,0.40698954,0.190309683,1.996005808,0.045933291,0.233837881,Suclg2
Ssfa2,1481.58835,0.406991843,0.173949148,2.263566018,0.02360082,0.185878361,Ssfa2
Satb1,1592.772978,0.407071991,0.128412685,3.180989511,0.001467729,0.072809021,Satb1
Reep3,713.7970764,0.407096245,0.121651159,3.311070177,0.000929399,0.060521626,Reep3
Gm14325,282.8565376,0.407621717,0.178991337,2.093279071,0.03632425,0.215912894,Gm14325
Selenop,5359.384381,0.407627599,0.186988683,2.063647323,0.039051167,0.221802346,Selenop
Plcb3,587.6057528,0.407774901,0.182564736,2.11824813,0.034154059,0.21112507,Plcb3
Luzp2,3439.017143,0.408167316,0.170107133,2.286936027,0.022199557,0.181821568,Luzp2
Cx3cr1,886.8932567,0.408397663,0.12650846,3.208058298,0.001336344,0.069114148,Cx3cr1
Gm47391,4.246333995,0.408795745,0.170723678,2.136607594,0.032629921,NA,Gm47391
Gm6450,4.792343566,0.408946261,0.171235017,2.137757917,0.032536396,NA,Gm6450
Cdk16,5500.529275,0.409387247,0.171751871,2.311761653,0.020790822,0.176827841,Cdk16
Gtpbp10,197.3899795,0.409573499,0.154456549,2.598233724,0.009370469,0.135508604,Gtpbp10
Magt1,380.0215292,0.409627886,0.146691802,2.732499823,0.006285571,0.120192174,Magt1
